agent_id,condition,session_number,run_number,opp_score,response_length
Thoth,S,1,0,1.3,755
Thoth,S,1,0,1.4000000000000001,721
Thoth,S,1,0,0.9,793
Thoth,S,1,0,1.2000000000000002,795
Seshat,B,1,1,1.5000000000000002,830
Seshat,B,1,1,0.8999999999999999,784
Seshat,B,1,1,-0.7,788
Seshat,B,1,1,0.8,803
Seshat,B,1,1,1.4,717
Seshat,B,1,1,0.8,840
Seshat,B,1,1,1.8,819
Seshat,B,1,1,0.6000000000000001,717
Seshat,B,1,1,1.0,705
Seshat,B,1,1,1.1,798
Ptah,P,1,9,1.4,758
Ptah,P,1,9,2.1000000000000005,726
Ptah,P,1,9,1.4000000000000001,713
Ptah,P,1,9,0.9,754
Ptah,P,1,9,2.3000000000000003,763
Ptah,P,1,9,1.4000000000000001,728
Ptah,P,1,9,1.3,753
Ptah,P,1,9,0.9,695
Ptah,P,1,9,1.9000000000000001,766
Ptah,P,1,9,1.2000000000000002,778
Thoth,S,1,5,1.5,768
Thoth,S,1,5,0.7000000000000001,701
Thoth,S,1,5,0.9,701
Thoth,S,1,5,1.4,790
Thoth,S,1,5,1.1,760
Thoth,S,1,5,1.3,767
Thoth,S,1,5,0.6000000000000001,789
Thoth,S,1,5,0.7,770
Thoth,S,1,5,0.9,712
Thoth,S,1,5,1.2000000000000002,735
Seshat,S,1,6,1.9,767
Seshat,S,1,6,2.0,789
Seshat,S,1,6,0.6000000000000001,782
Seshat,S,1,6,1.8000000000000003,826
Seshat,S,1,6,1.8000000000000003,733
Seshat,S,1,6,0.7,763
Seshat,S,1,6,1.5,767
Seshat,S,1,6,1.6,730
Seshat,S,1,6,0.4,810
Seshat,S,1,6,1.5,813
Seshat,B,1,6,0.6000000000000001,810
Seshat,B,1,6,0.4,751
Seshat,B,1,6,0.7,797
Seshat,B,1,6,1.1,759
Seshat,B,1,6,0.7,729
Seshat,B,1,6,-0.7,767
Seshat,B,1,6,1.6,773
Seshat,B,1,6,2.0,763
Seshat,B,1,6,0.5,755
Seshat,B,1,6,1.4000000000000001,769
Maat,N,1,7,0.8999999999999999,787
Maat,N,1,7,0.8,702
Maat,N,1,7,1.1,775
Maat,N,1,7,1.6,773
Maat,N,1,7,0.9,679
Maat,N,1,7,0.9000000000000001,719
Maat,N,1,7,1.1,772
Maat,N,1,7,1.1,730
Maat,N,1,7,1.6,717
Maat,N,1,7,1.8000000000000003,850
Ptah,S,1,9,1.7000000000000002,776
Ptah,S,1,9,1.1,702
Ptah,S,1,9,0.7999999999999999,818
Ptah,S,1,9,1.7,793
Ptah,S,1,9,2.4,770
Ptah,S,1,9,1.1,727
Ptah,S,1,9,1.0,806
Ptah,S,1,9,1.5,779
Ptah,S,1,9,1.2,733
Ptah,S,1,9,0.9,795
Thoth,I,1,5,1.9,790
Thoth,I,1,5,0.7000000000000001,733
Thoth,I,1,5,0.6000000000000001,759
Thoth,I,1,5,1.6000000000000003,772
Thoth,I,1,5,0.30000000000000004,748
Thoth,I,1,5,0.9,686
Thoth,I,1,5,1.7999999999999998,792
Thoth,I,1,5,0.9000000000000001,714
Thoth,I,1,5,0.5,759
Thoth,I,1,5,1.9000000000000001,741
Maat,P,1,2,2.0,792
Maat,P,1,2,0.8,694
Maat,P,1,2,0.0,697
Maat,P,1,2,0.8999999999999999,752
Maat,P,1,2,0.8999999999999999,719
Maat,P,1,2,1.2000000000000002,763
Maat,P,1,2,1.1,762
Maat,P,1,2,1.7000000000000002,702
Maat,P,1,2,1.5000000000000002,749
Maat,P,1,2,1.6,759
Anubis,S,1,8,1.2000000000000002,748
Anubis,S,1,8,0.7,721
Anubis,S,1,8,0.7999999999999999,765
Anubis,S,1,8,1.4000000000000001,784
Anubis,S,1,8,0.9,759
Anubis,S,1,8,2.3000000000000003,752
Anubis,S,1,8,1.0,820
Anubis,S,1,8,0.8999999999999999,722
Anubis,S,1,8,1.5,758
Anubis,S,1,8,0.9,767
Thoth,I,1,0,0.9,776
Thoth,I,1,0,0.30000000000000004,691
Thoth,I,1,0,1.2000000000000002,736
Thoth,I,1,0,1.3,790
Thoth,I,1,0,1.2000000000000002,733
Thoth,I,1,0,0.4,634
Thoth,I,1,0,1.1,795
Thoth,I,1,0,1.6,747
Thoth,I,1,0,0.30000000000000004,737
Thoth,I,1,0,0.9000000000000001,755
Thoth,N,1,0,1.2,778
Thoth,N,1,0,0.7000000000000001,715
Thoth,N,1,0,1.1,785
Thoth,N,1,0,1.6,762
Thoth,N,1,0,2.0,777
Thoth,N,1,0,1.2,792
Thoth,N,1,0,0.9,792
Thoth,N,1,0,1.4,781
Thoth,N,1,0,0.8,773
Thoth,N,1,0,1.4000000000000001,718
Ptah,B,1,9,1.1,762
Ptah,B,1,9,1.9,721
Ptah,B,1,9,0.7000000000000001,757
Ptah,B,1,9,1.3000000000000003,768
Ptah,B,1,9,1.1,713
Ptah,B,1,9,2.3,729
Ptah,B,1,9,-0.09999999999999998,737
Ptah,B,1,9,1.3,712
Ptah,B,1,9,1.4000000000000001,757
Ptah,B,1,9,0.9,815
Anubis,N,1,3,1.2000000000000002,778
Anubis,N,1,3,0.8,712
Anubis,N,1,3,1.0,746
Anubis,N,1,3,1.5,742
Anubis,N,1,3,1.4000000000000001,734
Anubis,N,1,3,2.1000000000000005,771
Anubis,N,1,3,1.4000000000000001,762
Anubis,N,1,3,1.0999999999999999,780
Anubis,N,1,3,0.8,692
Anubis,N,1,3,1.8,787
Seshat,S,1,1,2.1000000000000005,832
Seshat,S,1,1,1.1,738
Seshat,S,1,1,0.5,735
Seshat,S,1,1,1.4,807
Seshat,S,1,1,1.6,763
Seshat,S,1,1,0.2,793
Seshat,S,1,1,2.5,827
Seshat,S,1,1,1.5,705
Seshat,S,1,1,0.1,714
Seshat,S,1,1,2.0,875
Anubis,P,1,8,0.6000000000000001,767
Anubis,P,1,8,1.3000000000000003,719
Anubis,P,1,8,0.6000000000000001,776
Anubis,P,1,8,0.6000000000000001,728
Anubis,P,1,8,1.5999999999999999,668
Anubis,P,1,8,0.8,773
Anubis,P,1,8,2.4000000000000004,790
Anubis,P,1,8,2.0000000000000004,756
Anubis,P,1,8,1.1,782
Anubis,P,1,8,1.1,796
Anubis,B,1,8,2.5000000000000004,825
Anubis,B,1,8,1.7000000000000002,720
Anubis,B,1,8,1.5,733
Anubis,B,1,8,2.1,806
Anubis,B,1,8,0.6000000000000001,733
Anubis,B,1,8,1.0,722
Anubis,B,1,8,2.0,775
Anubis,B,1,8,1.3,677
Anubis,B,1,8,1.1,787
Anubis,B,1,8,1.6,746
Ptah,P,1,4,1.2000000000000002,754
Ptah,P,1,4,1.4000000000000001,663
Ptah,P,1,4,1.7,732
Ptah,P,1,4,1.3000000000000003,796
Ptah,P,1,4,1.5,661
Ptah,P,1,4,0.6,751
Ptah,P,1,4,1.4,778
